Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal
F-14211/19;GENIOL COMPUESTO DN POLVO PARA SOLUCIÓN ORAL;22/12/2004;MINTLAB Co. S.A.;ACIDO ASCORBICO//CAFEINA//CLORFENAMINA//NOSCAPINA//PARACETAMOL;
F-20941/19;GERMOSEPT SOLUCIÓN TÓPICA 0,175%;4/03/2014;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;BENZALCONIO CLORURO;
F-23750/18;GESIDOL COMPRIMIDOS 1 g (PARACETAMOL);22/03/2018;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;Paracetamol;
F-18413/20;GESIDOL INFANTIL COMPRIMIDOS MASTICABLES 160 mg;26/11/2010;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-24680/19;GESIDOL INFANTIL COMPRIMIDOS MASTICABLES 160 mg (PARACETAMOL);26/02/2019;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-24575/19;GESIDOL INFANTIL COMPRIMIDOS MASTICABLES 80 mg (PARACETAMOL);23/01/2019;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-23920/18;GESIDOL INFANTIL JARABE 120 mg/5 mL;3/07/2018;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-9148/21;GESIDOL INFANTIL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL;5/10/2001;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-24178/18;GESIDOL INFANTIL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL (PARACETAMOL);17/10/2018;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-12277/22;GESIDOL MUJER COMPRIMIDOS;15/07/2002;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;MEPIRAMINA//PAMABRON//PARACETAMOL;
F-26638/22;GESIDOL PM COMPRIMIDOS ;15/02/2022;EUROFARMA CHILE S.A.;"CLORFENAMINA MALEATO;PARACETAMOL";
F-10008/21;GESIDOL SUPOSITORIOS INFANTILES 125 mg;6/07/1990;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;PARACETAMOL;
F-13243/18;GESIPROCT CREMA RECTAL;6/11/2003;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;LIDOCAINA//TRIBENOSIDO;
F-26056/21;GESIPROCT CREMA RECTAL (LIDOCAÍNA//TRIBENÓSIDO);29/03/2021;EUROFARMA CHILE S.A.;LIDOCAINA//TRIBENOSIDO;
F-25690/20;GESTROKEM COMPRIMIDOS 1,5 mg (LEVONORGESTREL);21/09/2020;ASCEND LABORATORIES S.p.A.;LEVONORGESTREL;
H-1002/21;GINSENG T.M., SOLUCIÓN PARA GOTAS ORALES;26/02/1992;KNOP LABORATORIOS S.A.;;
F-11658/21;GLICERINA ADULTOS SUPOSITORIOS 2,31 g;18/06/1997;LABORATORIO PASTEUR S.A.;GLICEROL;
F-24615/19;GLICERINA SUPOSITORIOS 1 g;31/01/2019;LABORATORIO HOSPIFARMA CHILE LTDA.;GLICERINA;
F-2642/19;GLICERINA SUPOSITORIOS 1 g;1/02/1978;LABORATORIO VALMA SPA;GLICERINA;
F-6377/20;GLICERINA SUPOSITORIOS 2 g;28/10/1986;LABORATORIO VALMA SPA;GLICERINA;
F-25914/21;GLICERINA SUPOSITORIOS 2 g;12/01/2021;BPH S.A.;GLICERINA;
F-24606/19;GLICERINA SUPOSITORIOS 3 g;31/01/2019;LABORATORIO HOSPIFARMA CHILE LTDA.;GLICERINA;
F-6379/20;GLICERINA SUPOSITORIOS 3 g;1/02/1978;LABORATORIO VALMA SPA;GLICERINA;
F-6378/20;GLICERINA SUPOSITORIOS 3,5 g;31/10/1986;LABORATORIO VALMA SPA;GLICEROL;
H-333/18;GLÓBULO COMPUESTO N°49;17/03/1958;KNOP LABORATORIOS S.A.;;
H-281/18;GLÓBULO COMPUESTO Nº 1;17/03/1958;KNOP LABORATORIOS S.A.;;
H-291/18;GLÓBULO COMPUESTO Nº 10;20/03/1958;KNOP LABORATORIOS S.A.;;
H-292/18;GLÓBULO COMPUESTO Nº 10 A;17/03/1958;KNOP LABORATORIOS S.A.;;
H-293/18;GLÓBULO COMPUESTO Nº 11;17/03/1958;KNOP LABORATORIOS S.A.;;
H-294/18;GLÓBULO COMPUESTO Nº 12;20/03/1958;KNOP LABORATORIOS S.A.;;
H-295/18;GLÓBULO COMPUESTO Nº 13;20/03/1958;KNOP LABORATORIOS S.A.;;
H-296/18;GLÓBULO COMPUESTO Nº 14;20/03/1958;KNOP LABORATORIOS S.A.;;
H-297/18;GLÓBULO COMPUESTO Nº 15;20/03/1958;KNOP LABORATORIOS S.A.;;
H-298/18;GLÓBULO COMPUESTO Nº 15A;20/03/1958;KNOP LABORATORIOS S.A.;;
H-299/18;GLÓBULO COMPUESTO Nº 16;10/03/1958;KNOP LABORATORIOS S.A.;;
H-300/18;GLÓBULO COMPUESTO Nº 17;13/03/1958;KNOP LABORATORIOS S.A.;;
H-301/18;GLÓBULO COMPUESTO Nº 18;17/03/1958;KNOP LABORATORIOS S.A.;;
H-302/18;GLÓBULO COMPUESTO Nº 19;20/03/1958;KNOP LABORATORIOS S.A.;;
H-282/18;GLÓBULO COMPUESTO Nº 2;10/03/1958;KNOP LABORATORIOS S.A.;;
H-303/18;GLÓBULO COMPUESTO Nº 20;13/03/1958;KNOP LABORATORIOS S.A.;;
H-304/18;GLÓBULO COMPUESTO Nº 21;17/03/1958;KNOP LABORATORIOS S.A.;;
H-305/18;GLÓBULO COMPUESTO Nº 22;10/03/1958;KNOP LABORATORIOS S.A.;;
H-306/18;GLÓBULO COMPUESTO Nº 23;10/03/1958;KNOP LABORATORIOS S.A.;;
H-307/18;GLÓBULO COMPUESTO Nº 24;13/03/1958;KNOP LABORATORIOS S.A.;;
H-308/18;GLÓBULO COMPUESTO Nº 25;17/03/1958;KNOP LABORATORIOS S.A.;;
H-309/18;GLÓBULO COMPUESTO Nº 26;17/03/1958;KNOP LABORATORIOS S.A.;;
H-310/18;GLÓBULO COMPUESTO Nº 27;17/03/1958;KNOP LABORATORIOS S.A.;;
H-311/18;GLÓBULO COMPUESTO Nº 28;17/03/1958;KNOP LABORATORIOS S.A.;;
H-312/18;GLÓBULO COMPUESTO Nº 28A;17/03/1958;KNOP LABORATORIOS S.A.;;
H-313/18;GLÓBULO COMPUESTO Nº 29;13/03/1958;KNOP LABORATORIOS S.A.;;
H-283/18;GLÓBULO COMPUESTO Nº 3;17/03/1958;KNOP LABORATORIOS S.A.;;
H-314/18;GLÓBULO COMPUESTO Nº 30;13/03/1958;KNOP LABORATORIOS S.A.;;
H-315/18;GLÓBULO COMPUESTO Nº 31;13/03/1958;KNOP LABORATORIOS S.A.;;
H-317/18;GLÓBULO COMPUESTO Nº 33;20/03/1958;KNOP LABORATORIOS S.A.;;
H-318/18;GLÓBULO COMPUESTO Nº 34;10/03/1958;KNOP LABORATORIOS S.A.;;
H-319/18;GLÓBULO COMPUESTO Nº 35;20/03/1958;KNOP LABORATORIOS S.A.;;
H-320/18;GLÓBULO COMPUESTO Nº 36;14/03/1958;KNOP LABORATORIOS S.A.;;
H-322/18;GLÓBULO COMPUESTO Nº 38;13/03/1958;KNOP LABORATORIOS S.A.;;
H-323/18;GLÓBULO COMPUESTO Nº 38A;20/03/1958;KNOP LABORATORIOS S.A.;;
H-284/18;GLÓBULO COMPUESTO Nº 4;10/03/1958;KNOP LABORATORIOS S.A.;;
H-324/18;GLÓBULO COMPUESTO Nº 40;10/03/1958;KNOP LABORATORIOS S.A.;;
H-326/18;GLÓBULO COMPUESTO Nº 42;13/03/1958;KNOP LABORATORIOS S.A.;;
H-327/18;GLÓBULO COMPUESTO Nº 43;13/03/1958;KNOP LABORATORIOS S.A.;;
H-328/18;GLÓBULO COMPUESTO Nº 44;20/03/1958;KNOP LABORATORIOS S.A.;;
H-329/18;GLÓBULO COMPUESTO Nº 45;17/03/1958;KNOP LABORATORIOS S.A.;;
H-330/18;GLÓBULO COMPUESTO Nº 46;13/03/1958;KNOP LABORATORIOS S.A.;;
H-331/18;GLÓBULO COMPUESTO Nº 47;20/03/1958;KNOP LABORATORIOS S.A.;;
H-332/18;GLÓBULO COMPUESTO Nº 48;17/03/1958;KNOP LABORATORIOS S.A.;;
H-285/18;GLÓBULO COMPUESTO Nº 5;10/03/1958;KNOP LABORATORIOS S.A.;;
H-286/18;GLÓBULO COMPUESTO Nº 5 A;10/03/1958;KNOP LABORATORIOS S.A.;;
H-334/18;GLÓBULO COMPUESTO Nº 50;10/03/1958;KNOP LABORATORIOS S.A.;;
H-335/18;GLÓBULO COMPUESTO Nº 51;17/03/1958;KNOP LABORATORIOS S.A.;;
H-336/18;GLÓBULO COMPUESTO Nº 53;17/03/1958;KNOP LABORATORIOS S.A.;;
H-337/18;GLÓBULO COMPUESTO Nº 54;17/03/1958;KNOP LABORATORIOS S.A.;;
H-338/18;GLÓBULO COMPUESTO Nº 55;17/03/1958;KNOP LABORATORIOS S.A.;;
H-340/18;GLÓBULO COMPUESTO Nº 57;17/03/1958;KNOP LABORATORIOS S.A.;;
H-341/18;GLÓBULO COMPUESTO Nº 58;10/03/1958;KNOP LABORATORIOS S.A.;;
H-287/18;GLÓBULO COMPUESTO Nº 6;10/03/1958;KNOP LABORATORIOS S.A.;;
H-288/18;GLÓBULO COMPUESTO Nº 7;10/03/1958;KNOP LABORATORIOS S.A.;;
H-289/18;GLÓBULO COMPUESTO Nº 8;13/03/1958;KNOP LABORATORIOS S.A.;;
H-290/18;GLÓBULO COMPUESTO Nº 9;20/03/1958;KNOP LABORATORIOS S.A.;;
H-859/20;GLÓBULOS COMPLEJOS 101;22/03/1989;KNOP LABORATORIOS S.A.;;
H-848/20;GLÓBULOS COMPLEJOS 104;17/03/1989;KNOP LABORATORIOS S.A.;;
H-866/20;GLÓBULOS COMPLEJOS 105;3/04/1989;KNOP LABORATORIOS S.A.;;
H-839/20;GLÓBULOS COMPLEJOS 106;22/03/1989;KNOP LABORATORIOS S.A.;;
H-840/20;GLÓBULOS COMPLEJOS 107;5/04/1989;KNOP LABORATORIOS S.A.;;
H-835/20;GLÓBULOS COMPLEJOS 108;1/03/1989;KNOP LABORATORIOS S.A.;;
H-888/20;GLÓBULOS COMPLEJOS 109;16/03/1989;KNOP LABORATORIOS S.A.;;
H-844/20;GLÓBULOS COMPLEJOS 110;16/03/1989;KNOP LABORATORIOS S.A.;;
H-871/20;GLÓBULOS COMPLEJOS 114;17/03/1989;KNOP LABORATORIOS S.A.;;
H-862/20;GLÓBULOS COMPLEJOS 115;16/03/1989;KNOP LABORATORIOS S.A.;;
H-854/20;GLÓBULOS COMPLEJOS 117;17/03/1989;KNOP LABORATORIOS S.A.;;
H-846/20;GLÓBULOS COMPLEJOS 118;27/03/1989;KNOP LABORATORIOS S.A.;;
H-850/20;GLÓBULOS COMPLEJOS 119;17/03/1989;KNOP LABORATORIOS S.A.;;
H-864/20;GLÓBULOS COMPLEJOS 121;22/03/1989;KNOP LABORATORIOS S.A.;;
H-852/20;GLÓBULOS COMPLEJOS 122;5/04/1989;KNOP LABORATORIOS S.A.;;
H-841/20;GLÓBULOS COMPLEJOS 123;3/04/1989;KNOP LABORATORIOS S.A.;;
H-842/20;GLÓBULOS COMPLEJOS 125;3/04/1989;KNOP LABORATORIOS S.A.;;
H-860/20;GLÓBULOS COMPLEJOS 126;4/05/1989;KNOP LABORATORIOS S.A.;;
H-861/20;GLÓBULOS COMPLEJOS 128;3/04/1989;KNOP LABORATORIOS S.A.;;
H-855/20;GLÓBULOS COMPLEJOS 129;7/04/1989;KNOP LABORATORIOS S.A.;;
H-849/20;GLÓBULOS COMPLEJOS 130;7/04/1989;KNOP LABORATORIOS S.A.;;
H-1011/21;GLÓBULOS COMPLEJOS 131;8/02/1990;KNOP LABORATORIOS S.A.;;
H-865/20;GLÓBULOS COMPLEJOS 133;21/03/1989;KNOP LABORATORIOS S.A.;;
H-851/20;GLÓBULOS COMPLEJOS 135;7/04/1989;KNOP LABORATORIOS S.A.;;
H-857/20;GLÓBULOS COMPLEJOS 138;12/04/1989;KNOP LABORATORIOS S.A.;;
H-837/20;GLÓBULOS COMPLEJOS 140;12/04/1989;KNOP LABORATORIOS S.A.;;
H-891/20;GLÓBULOS COMPLEJOS 141;29/03/1989;KNOP LABORATORIOS S.A.;;
H-889/20;GLÓBULOS COMPLEJOS 142;17/03/1989;KNOP LABORATORIOS S.A.;;
H-847/20;GLÓBULOS COMPLEJOS 143;2/03/1989;KNOP LABORATORIOS S.A.;;
H-892/20;GLÓBULOS COMPLEJOS 145;22/03/1989;KNOP LABORATORIOS S.A.;;
H-869/20;GLÓBULOS COMPLEJOS 146;27/03/1989;KNOP LABORATORIOS S.A.;;
H-872/20;GLÓBULOS COMPLEJOS 147;21/03/1989;KNOP LABORATORIOS S.A.;;
H-858/20;GLÓBULOS COMPLEJOS 149;29/03/1989;KNOP LABORATORIOS S.A.;;
H-838/20;GLÓBULOS COMPLEJOS 150;27/03/1989;KNOP LABORATORIOS S.A.;;
H-856/20;GLÓBULOS COMPLEJOS 151;6/03/1989;KNOP LABORATORIOS S.A.;;
H-853/20;GLÓBULOS COMPLEJOS 152;21/03/1989;KNOP LABORATORIOS S.A.;;
H-843/20;GLÓBULOS COMPLEJOS 153;2/03/1989;KNOP LABORATORIOS S.A.;;
H-867/20;GLÓBULOS COMPLEJOS 156;6/03/1989;KNOP LABORATORIOS S.A.;;
H-868/20;GLÓBULOS COMPLEJOS 157;13/03/1989;KNOP LABORATORIOS S.A.;;
H-1012/21;GLÓBULOS COMPLEJOS 158;13/11/2002;KNOP LABORATORIOS S.A.;;
H-836/20;GLÓBULOS COMPLEJOS 159;4/05/1989;KNOP LABORATORIOS S.A.;;
H-890/20;GLÓBULOS COMPLEJOS 160;4/05/1989;KNOP LABORATORIOS S.A.;;
H-1073/21;GLÓBULOS HOMEOPÁTICOS SIMPLES C200;6/07/1993;LABORATORIOS BIOSPHARE S.A.;;
H-981/21;GLÓBULOS HOMEOPÁTICOS SIMPLES C200;21/09/1987;KNOP LABORATORIOS S.A.;;
H-979/21;GLÓBULOS HOMEOPÁTICOS SIMPLES C30;14/09/1987;KNOP LABORATORIOS S.A.;;
H-1072/21;GLÓBULOS HOMEOPÁTICOS SIMPLES C30;6/07/1993;LABORATORIOS BIOSPHARE S.A.;;
H-1068/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D12;6/07/1993;LABORATORIOS BIOSPHARE S.A.;;
H-978/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D12;1/09/1987;KNOP LABORATORIOS S.A.;;
H-1066/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D3;6/07/1993;LABORATORIOS BIOSPHARE S.A.;;
H-980/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D30;15/09/1987;KNOP LABORATORIOS S.A.;;
H-1070/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D30;6/07/1993;LABORATORIOS BIOSPHARE S.A.;;
H-977/21;GLÓBULOS HOMEOPÁTICOS SIMPLES D6;31/08/1987;KNOP LABORATORIOS S.A.;;
H-873/20;GLÓBULOS SIMPLES C1000;21/09/1987;KNOP LABORATORIOS S.A.;;
F-25403/20;GLUCOSAMINA SULFATO / CONDROITINA SULFATO COMPRIMIDOS;21/04/2020;LABORATORIO HOSPIFARMA CHILE LTDA.;CONDROITINA//GLUCOSAMINA;
F-24977/19;GLUCOSAMINA SULFATO + CONDROITINA SULFATO POLVO PARA SOLUCIÓN ORAL;1/08/2019;INVERSIONES LOS LAURELES S.p.A.;CONDROITINA//GLUCOSAMINA;
F-13423/18;GLUCOSAMINA SULFATO - CONDROITINA SULFATO 750/600 COMPRIMIDOS;31/12/2003;COMPAÑÍA DE NUTRICIÓN GENERAL S.A.;CONDROITINA//GLUCOSAMINA;
F-13029/18;GLUCOSAMINA SULFATO - CONDROITINA SULFATO CÁPSULAS;22/09/2003;FARMACÉUTICA MEDCELL LTDA.;CONDROITINA//GLUCOSAMINA;
F-25721/20;GLUCOSAMINA SULFATO CLORURO DE POTASIO - CONDROITINA SULFATO DE SODIO 500/400 COMPRIMIDOS RECUBIERTOS;6/10/2020;B Y B FARMACÉUTICA LTDA.;CONDROITINA//GLUCOSAMINA;
F-23011/21;GLUCOSAMINA SULFATO/CONDROITINA SULFATO 500/400 COMPRIMIDOS;25/08/2016;LABORATORIOS GARDEN HOUSE FARMACÉUTICA S.A.;CONDROITINA//GLUCOSAMINA;
K-70/20;GOTAS PECTORALES SOLUCIÓN ORAL;5/01/1989;LAURA XIMENA POLANCO GONZÁLEZ;;
H-883/20;GRAPHITES COMPUESTA SOLUCIÓN PARA GOTAS ORALES;28/02/1989;KNOP LABORATORIOS S.A.;;
H-1173/19;GRAPHITES D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-765/20;GRAPHITES UNGÜENTO TÓPICO 10%;10/04/1989;KNOP LABORATORIOS S.A.;;
N-622/21;GRIPAREX COMPRIMIDOS RECUBIERTOS 180 mg (EXTRACTO SECO DE ECHINACEA PURPUREA);5/03/2021;LABORATORIO CHILE S.A.;EXTRACTO SECO DE ECHINACEA PURPUREA;
H-727/20;GRIPP - HEEL COMPRIMIDOS SUBLINGUALES;29/08/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-720/20;GRIPPAKIT GLÓBULOS COMPUESTOS;14/06/1989;LAURA XIMENA POLANCO GONZÁLEZ;;
H-875/20;HAMAMELIS COMPUESTO SOLUCIÓN PARA GOTAS ORALES;9/01/1989;KNOP LABORATORIOS S.A.;;
H-790/20;HAMAMELIS D6 COMPRIMIDOS;27/04/1988;KNOP LABORATORIOS S.A.;;
H-1174/19;HAMAMELIS D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
N-406/20;HAMAMELIS SUPOSITORIOS;22/04/1988;KNOP LABORATORIOS S.A.;;
H-766/20;HAMAMELIS UNGÜENTO TÓPICO;5/02/1987;KNOP LABORATORIOS S.A.;;
N-220/21;HAMMAMELIS COMPUESTO LOCIÓN CAPILAR;20/11/1992;KNOP LABORATORIOS S.A.;;
N-610/19;HARPIDOL COMPRIMIDOS RECUBIERTOS 400 mg (EXTRACTO SECO DE RAIZ HARPAGOPHYTUM);14/06/2019;LABORATORIO PASTEUR S.A.;EXTRACTO SECO DE RAIZ HARPAGOPHYTUM ;
F-6909/20;HASSAPIRIN COMPRIMIDOS 500 mg;17/01/1989;MINTLAB Co. S.A.;ACIDO ACETILSALICILICO;
F-1984/19;HASSAPIRIN INFANTIL COMPRIMIDOS 100 mg;31/08/1999;MINTLAB Co. S.A.;ACIDO ACETILSALICILICO;
N-456/17;HEBERIN JARABE 35 mg/5 mL;13/12/2007;LABORATORIO PASTEUR S.A.;;
N-613/20;HEDERA HELIX JARABE 35 mg/5mL;28/07/2020;KNOP LABORATORIOS S.A.;HEDERA HELIX L. EXTRACTO SECO DE HOJAS (4-8:1);
H-580/20;HELONIAS COMPUESTO SOLUCIÓN ORAL PARA GOTAS;14/09/1988;KNOP LABORATORIOS S.A.;;
H-1283/21;HELTY GINKGO BILOBA COMPRIMIDOS SUBLINGUALES;22/07/2021;KNOP LABORATORIOS S.A.;GINKGO BILOBA D4;
H-1277/21;HELTY PASSIFLORA COMPRIMIDOS;20/01/2021;KNOP LABORATORIOS S.A.;"Avena Sativa D4;Passiflora Incarnata D4";
F-3530/20;HEPABIL GRAGEAS;14/10/1961;INSTITUTO SANITAS S.A.;COLINA//EXTRACTO BILIS//EXTRACTO BOLDO//INOSITOL//MENADIONA//PANCREATINA;
N-616/20;HEPABOLDIN JARABE;27/10/1987;KNOP LABORATORIOS S.A.;;
H-786/20;HEPAR SULFURIS D6 COMPRIMIDOS;27/04/1988;KNOP LABORATORIOS S.A.;Hepar Sulphuris D6;
H-1088/22;HEPEEL N COMPRIMIDOS SUBLINGUALES;20/11/2002;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
F-6437/20;HI-C 1000 COMPRIMIDOS EFERVESCENTES;2/05/1989;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO;
F-6438/20;HI-C 2000 COMPRIMIDOS EFERVESCENTES;2/05/1989;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO;
F-12367/22;HI-C CÁPSULAS 500 mg;12/09/2002;LABORATORIO PASTEUR S.A.;ACIDO ASCORBICO;
F-8973/21;HIDRÓXIDO DE ALUMINIO COMPRIMIDOS 500 mg;23/04/1990;INSTITUTO SANITAS S.A.;ALUMINIO HIDROXIDO;
F-11617/21;HIDRÓXIDO DE ALUMINIO COMPRIMIDOS MASTICABLES 500 mg;23/06/1992;LABORATORIO PASTEUR S.A.;ALUMINIO HIDROXIDO;
F-11618/21;HIDRÓXIDO DE ALUMINIO SUSPENSIÓN ORAL 6%;23/06/1992;LABORATORIO PASTEUR S.A.;ALUMINIO HIDROXIDO;
N-497/20;HIEDRIX FORTE JARABE 70 mg/ 5 mL;31/08/2010;LABORATORIO CHILE S.A.;;
N-442/22;HIEDRIX JARABE 35 mg/ 5 mL;23/02/2007;LABORATORIO CHILE S.A.;;
N-176/21;HINOJO EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;2/04/1990;KNOP LABORATORIOS S.A.;;
F-13034/18;HIPERFLEX COMPRIMIDOS;15/09/2003;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;
F-13035/18;HIPERFLEX FORTE COMPRIMIDOS;27/08/2003;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;
F-16417/22;HIPERFLEX K FORTE COMPRIMIDOS;13/11/2007;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;
F-13424/18;HIPERFLEX MITE COMPRIMIDOS;31/12/2003;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;
F-14074/19;HIPERFLEX UD POLVO PARA SOLUCIÓN ORAL, EN SOBRES;25/08/2004;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;
F-19738/18;HIPERFLEX UD POLVO PARA SOLUCIÓN ORAL, EN SOBRES;11/01/2013;LABORATORIOS LAFI LTDA.;CONDROITINA//GLUCOSAMINA;
F-1509/18;HIPOGLOS POMADA;5/10/1944;LABORATORIOS ANDRÓMACO S.A.;ACEITE DE HIPOGLOS//ZINC OXIDO;
H-1245/19;HISTAMINUM C200 GLÓBULOS;22/01/2019;KNOP LABORATORIOS S.A.;;
H-951/21;HUSTEEL SOLUCIÓN ORAL PARA GOTAS;5/06/2001;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-1267/20;HYLAND'S BABY GAS DROPS, SOLUCIÓN PARA GOTAS ORALES;2/04/2020;NUTRAPHARM S.A.;"ARGENTUM NITRICUM D12;ASEFOETIDA D6;CARBO VEGETALIS D12;CHAMOMILLA D6;CINCHONA OFFICINALIS D6;COLOCYNTHIS D6;LYCOPODIUM D30;NUX MOSCHATA D6;SEPIA D12";
H-1279/21;HYLAND'S BABY NIGHTIME TINY COLD SYRUP JARABE;3/03/2021;NUTRAPHARM S.A.;"EUPATORIUM PERFOLIATUM D6;EUPHRASIA OFFICINALIS D6;GELSEMIUM SEMPERVIRENS D6;KALI IODATUM;MATRICARIA CHAMOMILLA D6";
H-1278/21;HYLAND'S BABY TINY COLD TABLETS COMPRIMIDOS BUCODISPERSABLES;2/03/2021;NUTRAPHARM S.A.;"EUPATORIUM PERFOLIATUM D6;EUPHRASIA OFFICINALIS D6;GELSEMIUM SEMPERVIRENS D6;KALI IODATUM D6";
H-1275/21;HYLAND´S 4 KIDS COLD´N COUGH NIGHTTIME SOLUCIÓN ORAL;20/05/2021;NUTRAPHARM S.A.;"ALLIUM CEPA D6;CHAMOMILLA D6;COFFEA CRUDA D6;HEPAR SULFURIS D12;HYDRASTIS CANADENSIS D6;NATRUM MURIATICUM D6;NUX VOMICA D6;PHOSPHORUS D12;PULSATILLA D6;SULPHUR D12";
H-1260/19;HYLANDS BABY COLIC COMPRIMIDOS BUCODISPERSABLES;10/12/2019;NUTRAPHARM S.A.;"CHAMOMILLA D6;COLOCYNTHIS D6;DIOSCOREA VILLOSA D6";
F-26280/21;IBUALIV NIÑOS SUSPENSION ORAL 100 mg/5 mL;27/07/2021;VIVUNT PHARMA CHILE LIMITADA;IBUPROFENO;
F-21536/19;IBUFLAM FORTE SUSPENSIÓN ORAL 200 mg/5 mL (IBUPROFENO);4/12/2014;SCM PHARMA S.p.A.;IBUPROFENO;
F-18644/21;IBUFLAM SUSPENSIÓN ORAL 100 mg/5 mL;16/05/2011;SCM PHARMA S.p.A.;IBUPROFENO;
F-20338/18;IBUFREN FORTE SUSPENSIÓN ORAL 200 mg/5 mL;10/09/2013;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;
F-21861/20;IBUFREN SUSPENSIÓN ORAL 100 mg/ 5 mL (IBUPROFENO);18/05/2015;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;
F-19066/21;IBUKIDS FORTE SUSPENSIÓN ORAL 200 mg/ 5 mL;15/11/2011;EUROFARMA CHILE S.A.;IBUPROFENO;
F-25661/20;IBUKIDS FORTE SUSPENSIÓN ORAL 200 mg/5 mL (IBUPROFENO);26/08/2020;EUROFARMA CHILE S.A.;IBUPROFENO;
F-8736/21;IBUPIRAC 100 mg/5 mL SUSPENSIÓN ORAL;1/07/1992;CHEMOPHARMA S.A.;IBUPROFENO;
F-933/18;IBUPIRAC FORTE SUSPENSIÓN ORAL 200 mg/5 mL;24/12/1998;CHEMOPHARMA S.A.;IBUPROFENO;
F-21967/20;IBUPIRAC LC CÁPSULAS BLANDAS 200 mg (IBUPROFENO);1/07/2015;CHEMOPHARMA S.A.;IBUPROFENO;
F-8737/21;IBUPROFENO 5% CREMA;14/06/1993;CHEMOPHARMA S.A.;IBUPROFENO;
F-12546/17;IBUPROFENO COMPRIMIDOS 200 mg;30/12/2002;LABORATORIO PASTEUR S.A.;IBUPROFENO;
F-20393/18;IBUPROFENO COMPRIMIDOS RECUBIERTOS 200 mg;26/09/2013;ASCEND LABORATORIES S.p.A.;IBUPROFENO;
F-25751/20;IBUPROFENO SOLUCIÓN PARA PERFUSIÓN 600 mg/ 100 mL;29/10/2020;B. BRAUN MEDICAL SpA;IBUPROFENO;
F-18354/20;IBUPROFENO SUSPENSIÓN 100 mg/5 mL;15/11/2010;EUROFARMA CHILE S.A.;IBUPROFENO;
F-25862/20;IBUPROFENO SUSPENSIÓN ORAL 100 mg/ 5 mL;14/12/2020;ETHON PHARMACEUTICALS S.p.A.;IBUPROFENO;
F-22143/20;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;22/09/2015;OPKO CHILE S.A.;IBUPROFENO;
F-17019/18;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;2/09/2008;OPKO CHILE S.A.;IBUPROFENO;
F-11162/21;IBUPROFENO SUSPENSIÓN ORAL 100 mg/5 mL;4/03/1997;RECBEN XENERICS FARMACÉUTICA LTDA.;IBUPROFENO;
F-25965/21;IBUPROFENO SUSPENSIÓN ORAL 100mg/5mL;2/02/2021;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;
F-26340/21;IBUPROFENO SUSPENSION ORAL 200 mg/5 mL;18/08/2021;WINPHARM S.p.A.;IBUPROFENO;
F-25959/21;IBUPROFENO SUSPENSIÓN ORAL 200mg/5mL;26/01/2021;LABORATORIO HOSPIFARMA CHILE LTDA.;IBUPROFENO;
